DC.identifier,DC.source,DC.date,DC.title,DC.publisher,filename_html,filename,n_tokens
1569532,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1569532.php,12.06.2025,Grundsteinlegung in der Walkürenstraße,Bezirksamt Lichtenberg,1569532.html,1569532.txt,728
1569509,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1569509.php,12.06.2025,Berliner Wasserbetriebe: Dringende Erneuerung des Schmutzwasserkanals und der Abwasserdruckleitung - Teilsperrung der Bäkestraße vom 17.06. bis zum 19.12.2025,Bezirksamt Steglitz-Zehlendorf,1569509.html,1569509.txt,857
1569475,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2025/pressemitteilung.1569475.php,12.06.2025,Zum Tod von Frau Dr. Jenny de la Torre,Bezirksamt Mitte,1569475.html,1569475.txt,936
1569432,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2025/pressemitteilung.1569432.php,12.06.2025,Interaktive Ausstellung “Deine Kiezbäume” in der Galerie KungerKiez,Bezirksamt Treptow-Köpenick,1569432.html,1569432.txt,959
1569437,https://www.berlin.de/sen/web/presse/pressemitteilungen/2025/pressemitteilung.1569437.php,12.06.2025,Berlin Fashion Week präsentiert den finalen Kalender,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",1569437.html,1569437.txt,1372
1569340,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2025/pressemitteilung.1569340.php,12.06.2025,"Sommer, Sonne, Nachbarschaft: Die KIEZKLUBs in Treptow-Köpenick laden zu ihren Sommerfesten ein",Bezirksamt Treptow-Köpenick,1569340.html,1569340.txt,1497
1569428,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1569428.php,12.06.2025,Urlaubssaison - Das Bürgeramt empfiehlt: Checken Sie JETZT Ihre Reisedokumente!,Bezirksamt Steglitz-Zehlendorf,1569428.html,1569428.txt,834
1569423,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1569423.php,12.06.2025,"BVV: 31. öffentliche Sitzung des Ausschusses für Grünanlagen, Natur, Umwelt am 19.06.2025",Bezirksamt Steglitz-Zehlendorf,1569423.html,1569423.txt,701
1569425,https://www.berlin.de/sen/sbw/presse/pressemeldungen/pressemitteilung.1569425.php,12.06.2025,Friedrich-Ludwig-Jahn-Sportpark – Weiterer Umgang mit Asbestfund,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",1569425.html,1569425.txt,773
1569417,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1569417.php,12.06.2025,Senat zeigt keine Handlungsfähigkeit beim Vorkaufsrecht für die Grundstücke Warschauer Straße 25 und Kopernikusstraße 6,Bezirksamt Friedrichshain-Kreuzberg,1569417.html,1569417.txt,1833
1569414,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1569414.php,12.06.2025,Ilse Schendel bleibt gelassen bei „102“,Bezirksamt Reinickendorf,1569414.html,1569414.txt,774
1569326,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1569326.php,12.06.2025,Auf Chamissos Spuren – Veranstaltungsreihe mit Lesungen und Filmvorführungen,Bezirksamt Tempelhof-Schöneberg,1569326.html,1569326.txt,1002
1569411,https://www.berlin.de/sen/uvk/presse/pressemitteilungen/2025/pressemitteilung.1569411.php,12.06.2025,Durchgängige Vollsperrung des Tiergartentunnels,"Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt",1569411.html,1569411.txt,3759
1569351,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1569351.php,12.06.2025,Bezirk hisst die Regenbogenflagge vor dem Rathaus Charlottenburg,Bezirksamt Charlottenburg-Wilmersdorf,1569351.html,1569351.txt,1069
1569283,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1569283.php,12.06.2025,Mit 101 Jahren alles schon erlebt,Bezirksamt Reinickendorf,1569283.html,1569283.txt,821
1567655,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1567655.php,12.06.2025,"Bürgersprechstunden der Bezirksbürgermeisterin, der Bezirksstadträtinnen und Bezirksstadträte im Juli 2025",Bezirksamt Steglitz-Zehlendorf,1567655.html,1567655.txt,790
1569237,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2025/pressemitteilung.1569237.php,12.06.2025,Vortrag in Schmöckwitz: „Des Kaisers neue Dörfer – Schmöckwitz und das Landbuch Kaiser Karl IV.“,Bezirksamt Treptow-Köpenick,1569237.html,1569237.txt,925
1569202,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1569202.php,12.06.2025,Jugendliche zeigen ihren Blick auf den Stadtteil: Ausstellung „Mach Dir ein Bild!“,Bezirksamt Lichtenberg,1569202.html,1569202.txt,881
1569193,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1569193.php,12.06.2025,Vorlesestunde von Lesewelt Berlin e.V. für Kinder ab 4 Jahren in der Gottfried-Benn-Bibliothek,Bezirksamt Steglitz-Zehlendorf,1569193.html,1569193.txt,783
1569191,https://www.berlin.de/sen/bjf/service/presse/pressearchiv-2025/pressemitteilung.1569191.php,12.06.2025,Mehr Bildungsqualität an Berliner Schulen: Zweite Tranche des Startchancen-Programms startet,"Senatsverwaltung für Bildung, Jugend und Familie",1569191.html,1569191.txt,618
1569184,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1569184.php,12.06.2025,Zwei weitere BSR-Kieztage im Juni in Charlottenburg-Wilmersdorf,Bezirksamt Charlottenburg-Wilmersdorf,1569184.html,1569184.txt,1232
1569182,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1569182.php,12.06.2025,Erzählzeit in der Gottfried-Benn-Bibliothek – Sommer 2025,Bezirksamt Steglitz-Zehlendorf,1569182.html,1569182.txt,898
1569167,https://www.berlin.de/ba-pankow/aktuelles/pressemitteilungen/2025/pressemitteilung.1569167.php,12.06.2025,Freiraumplanerischer Wettbewerb für die Mühlenpromenade: Ausstellung der Entwürfe am 18. Juni 2025,Bezirksamt Pankow,1569167.html,1569167.txt,698
1569131,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1569131.php,12.06.2025,Seniorenchor Steglitz lädt zum Konzert in die Ingeborg-Drewitz-Bibliothek am 25.06.2025,Bezirksamt Steglitz-Zehlendorf,1569131.html,1569131.txt,769
1569151,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1569151.php,12.06.2025,Bürokratiechaos durch neue Genehmigungspflicht für kleine Baucontainer trifft auch die Bezirke,Bezirksamt Charlottenburg-Wilmersdorf,1569151.html,1569151.txt,1245
1569120,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2025/pressemitteilung.1569120.php,12.06.2025,Workshops zur persönlichen Vorsorge: Veranstaltungen in der Stadtbibliothek Berlin-Mitte,Bezirksamt Mitte,1569120.html,1569120.txt,1028
1568900,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2025/pressemitteilung.1568900.php,12.06.2025,Sommerfest und Tag der offenen Tür im „Wuhletreff“ am 2. Juli 2025,Bezirksamt Treptow-Köpenick,1568900.html,1568900.txt,899
1569085,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1569085.php,12.06.2025,Aktionen zum Internationalen Vatertag in Friedrichshain-Kreuzberg,Bezirksamt Friedrichshain-Kreuzberg,1569085.html,1569085.txt,1642
1569077,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1569077.php,12.06.2025,Mehr sichere Kreuzungen für Friedrichshain-Kreuzberg,Bezirksamt Friedrichshain-Kreuzberg,1569077.html,1569077.txt,1365
1569049,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2025/pressemitteilung.1569049.php,12.06.2025,Mitte(n) in Bewegung: Übersichtskarte zu Bewegungselementen und Sportgeräten veröffentlicht,Bezirksamt Mitte,1569049.html,1569049.txt,892
1569041,https://www.berlin.de/sen/wgp/presse/2025/pressemitteilung.1569041.php,12.06.2025,"Zum Tod von Dr. Jenny de la Torre Castro – Senatorin Czyborra:„Eine herausragende Persönlichkeit, die Maßstäbe gesetzt hat“","Senatsverwaltung für Wissenschaft, Gesundheit und Pflege",1569041.html,1569041.txt,785
1569034,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1569034.php,12.06.2025,Eröffnung der Jelbi-Station U Friedrich-Wilhelm-Platz/Schmiljanstraße,Bezirksamt Tempelhof-Schöneberg,1569034.html,1569034.txt,903
1568782,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2025/pressemitteilung.1568782.php,12.06.2025,Bezirkliche Veranstaltung zu UV-Strahlung – Schutz für Kinder in Sonne und Schatten am 17. Juni 2025,Bezirksamt Treptow-Köpenick,1568782.html,1568782.txt,973
1568953,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1568953.php,11.06.2025,Umfrage zur Sommerhitze in Lichtenberg: Wo fehlen Schattenplätze?,Bezirksamt Lichtenberg,1568953.html,1568953.txt,816
1568945,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1568945.php,11.06.2025,Bürgeramt 2 bleibt am 13. Juni 2025 geschlossen,Bezirksamt Lichtenberg,1568945.html,1568945.txt,614
1568923,https://www.berlin.de/rbmskzl/aktuelles/pressemitteilungen/2025/pressemitteilung.1568923.php,11.06.2025,Wegner zum Tod der Ärztin Jenny De la Torre,Presse- und Informationsamt des Landes Berlin,1568923.html,1568923.txt,537
1568915,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2025/pressemitteilung.1568915.php,11.06.2025,"Digitale Gutscheinerfassung für Kita-, Kindertagespflege und eFöB vorübergehend eingeschränkt",Bezirksamt Spandau,1568915.html,1568915.txt,680
1568904,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2025/pressemitteilung.1568904.php,11.06.2025,Jetzt loslegen: Solarstrom vom eigenen Balkon nutzen! Die KlimaWerkstatt Spandau lädt zur Antragsparty mit Erfahrungs-bericht am 25. Juni ein.,Bezirksamt Spandau,1568904.html,1568904.txt,867
1568902,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568902.php,11.06.2025,Brasil Jazz Quartet spielt in der Heinrich-Schulz-Bibliothek,Bezirksamt Charlottenburg-Wilmersdorf,1568902.html,1568902.txt,1048
1568892,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1568892.php,11.06.2025,Kiezbürgeramt on Tour: Bezirksamt bietet neuen Service direkt vor Ort und ohne Termin,Bezirksamt Friedrichshain-Kreuzberg,1568892.html,1568892.txt,1550
1568889,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568889.php,11.06.2025,Film & Talk #2030 zeigt Dokumentarfilm über Nachtfalter,Bezirksamt Charlottenburg-Wilmersdorf,1568889.html,1568889.txt,1232
1568890,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1568890.php,11.06.2025,Stilles Gedenken an den Aufstand vom 17. Juni 1953,Bezirksamt Friedrichshain-Kreuzberg,1568890.html,1568890.txt,1304
1568875,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2025/pressemitteilung.1568875.php,11.06.2025,Eröffnungsfeier für den Modularen Ergänzungsbau der Schule am Gartenfeld,Bezirksamt Spandau,1568875.html,1568875.txt,1146
1568864,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568864.php,11.06.2025,Neustart für das älteste Haus Wilmersdorfs – Schoeler-Schlösschen öffnet als Kultur- und Begegnungsort,Bezirksamt Charlottenburg-Wilmersdorf,1568864.html,1568864.txt,1331
1568821,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568821.php,11.06.2025,268. Kiezspaziergang: Zum Langen Tag der Stadtnatur auf die Mierendorffinsel,Bezirksamt Charlottenburg-Wilmersdorf,1568821.html,1568821.txt,1061
1568788,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568788.php,11.06.2025,Seniorenuniversität in der Freizeitstätte Süd am 27.06.2025 - Thema der ersten Vorlesung: „Schlaganfall“,Bezirksamt Steglitz-Zehlendorf,1568788.html,1568788.txt,785
1568784,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568784.php,11.06.2025,„Tanzcafé“ am 26.06.2025 im Maria-Rimkus-Haus,Bezirksamt Steglitz-Zehlendorf,1568784.html,1568784.txt,694
1568780,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568780.php,11.06.2025,Ein Nachmittag Filmmusik am 25.06.2025 im Hans-Söhnker-Haus,Bezirksamt Steglitz-Zehlendorf,1568780.html,1568780.txt,731
1568751,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1568751.php,11.06.2025,„PLATTE x LETTE Show – Mode trifft Zukunft“ am Flughafen Tempelhof,Bezirksamt Tempelhof-Schöneberg,1568751.html,1568751.txt,1127
1568596,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2025/pressemitteilung.1568596.php,11.06.2025,Informationsstand des Ordnungsamtes am Marktplatz Friedrichshagen,Bezirksamt Treptow-Köpenick,1568596.html,1568596.txt,857
1568728,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1568728.php,11.06.2025,Die „Fête de la musique“ zu Gast in der Stadtbibliothek Tempelhof-Schöneberg,Bezirksamt Tempelhof-Schöneberg,1568728.html,1568728.txt,979
1568717,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568717.php,11.06.2025,Bezirksamt Marzahn-Hellersdorf geht gegen Eichenprozessionsspinner vor,Bezirksamt Marzahn-Hellersdorf,1568717.html,1568717.txt,687
1568706,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1568706.php,11.06.2025,Mehr Kultur für Berlin: Start des Lichtenberger Kultursommers,Bezirksamt Lichtenberg,1568706.html,1568706.txt,1104
1568705,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568705.php,11.06.2025,"Donato Plögert am 24.06.2025 im Maria-Rimkus-Haus - „BERLIN ist, wenn man trotzdem lacht!“",Bezirksamt Steglitz-Zehlendorf,1568705.html,1568705.txt,901
1568668,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568668.php,11.06.2025,Salsa trifft Folklore - Eduardo Villegas Ruiz am 20.06.2025 in der Freizeitstätte Süd,Bezirksamt Steglitz-Zehlendorf,1568668.html,1568668.txt,758
1568664,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568664.php,11.06.2025,"Sommer, Freunde, Abenteuer – Beim Feriencamp Kirchvers sind noch Plätze frei",Bezirksamt Charlottenburg-Wilmersdorf,1568664.html,1568664.txt,1120
1568655,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568655.php,11.06.2025,"„Tanznachmittag im Selerweg"" am 20.06.2025 im Hans-Söhnker-Haus",Bezirksamt Steglitz-Zehlendorf,1568655.html,1568655.txt,698
1568632,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568632.php,11.06.2025,Sicher unterwegs: Jugendverkehrsschule Charlottenburg öffnet beim Mobilitätsfest ihre Tore,Bezirksamt Charlottenburg-Wilmersdorf,1568632.html,1568632.txt,1328
1568630,https://www.berlin.de/sen/bjf/service/presse/pressearchiv-2025/pressemitteilung.1568630.php,11.06.2025,Einschränkung bei digitaler Gutscheinerfassung vom 13. bis 20. Juni - Gutscheinstellen bleiben geöffnet -,"Senatsverwaltung für Bildung, Jugend und Familie",1568630.html,1568630.txt,488
1568607,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568607.php,11.06.2025,Temporär eingeschränkte Erreichbarkeit des Fachbereiches Tagesbetreuung für Kinder im Jugendamt,Bezirksamt Reinickendorf,1568607.html,1568607.txt,594
1568576,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2025/pressemitteilung.1568576.php,11.06.2025,Hoffest: Ein Dankeschön an das Ehrenamt - Die Spandauer Freiwilligenagentur lädt ein,Bezirksamt Spandau,1568576.html,1568576.txt,824
1568573,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568573.php,11.06.2025,Nachmittags-„BINGO“ am 19.06.2025 im Maria-Rimkus-Haus,Bezirksamt Steglitz-Zehlendorf,1568573.html,1568573.txt,707
1568549,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1568549.php,11.06.2025,Vielseitiges Programm zur 51. Senior*innenwoche in der Stadtbibliothek Friedrichshain-Kreuzberg,Bezirksamt Friedrichshain-Kreuzberg,1568549.html,1568549.txt,1613
1568488,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2025/pressemitteilung.1568488.php,11.06.2025,Neue Sprechzeiten im Schul- und Sportamt zur Schulanmeldung,Bezirksamt Mitte,1568488.html,1568488.txt,878
1568474,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2025/pressemitteilung.1568474.php,11.06.2025,Bilanz der Ordnungsmaßnahmen zum Karneval der Kulturen 2025,Bezirksamt Friedrichshain-Kreuzberg,1568474.html,1568474.txt,1542
1568463,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2025/pressemitteilung.1568463.php,11.06.2025,Hoher Preis für Stadtorchester Cöpenick beim Deutschen Musikfest in Ulm,Bezirksamt Treptow-Köpenick,1568463.html,1568463.txt,1038
1568464,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568464.php,11.06.2025,Großer Klang für große Bilder – Abschlusskonzert des 12. BEGA-Filmmusikprojekts im Fontane-Haus,Bezirksamt Reinickendorf,1568464.html,1568464.txt,717
1568448,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568448.php,11.06.2025,Die 71. Steglitzer Woche und der 14. Kleinkunstpreis 2025,Bezirksamt Steglitz-Zehlendorf,1568448.html,1568448.txt,1015
1568363,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568363.php,10.06.2025,50 Jahre Nordberliner Schützengemeinschaft – Bezirksstadtrat Harald Muschner gratuliert zum Jubiläum,Bezirksamt Reinickendorf,1568363.html,1568363.txt,747
1568347,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2025/pressemitteilung.1568347.php,10.06.2025,Naturschauspiel in Weiß: Gespinstmotten in den Grünanlagen,Bezirksamt Reinickendorf,1568347.html,1568347.txt,784
