DC.identifier,DC.source,DC.date,DC.title,DC.publisher,filename_html,filename,n_tokens
1497751,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497751.php,25.10.2024,„Ein geschundenes Wesen erwacht – Meike Rötzer erzählt ‚Frankenstein‘ von Mary Shelley in der Humboldt-Bibliothek“,Bezirksamt Reinickendorf,1497751.html,1497751.txt,752
1497749,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497749.php,25.10.2024,Erinnerungen in Farbe – Ausstellungseröffnung in der Paul-Löbe-Schule Reinickendorf,Bezirksamt Reinickendorf,1497749.html,1497749.txt,741
1497740,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497740.php,25.10.2024,Reinickendorfer Schwimmbus sorgt weiter für sicheren Schwimmunterricht,Bezirksamt Reinickendorf,1497740.html,1497740.txt,638
1497722,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497722.php,25.10.2024,Musikalische Märchenreise mit Astrid Heiland-Vondruska und Susann Seegers am 09.11.2024 in der Gottfried-Benn-Bibliothek,Bezirksamt Steglitz-Zehlendorf,1497722.html,1497722.txt,788
1497663,https://www.berlin.de/rbmskzl/aktuelles/pressemitteilungen/2024/pressemitteilung.1497663.php,25.10.2024,Wegner zu den Beschlüssen der Ministerpräsidentenkonferenz zur Migrationspolitik,Presse- und Informationsamt des Landes Berlin,1497663.html,1497663.txt,508
1497638,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1497638.php,25.10.2024,Ausstellung in der Volkshochschule,Bezirksamt Tempelhof-Schöneberg,1497638.html,1497638.txt,816
1497639,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497639.php,25.10.2024,Es kann wieder gespielt und getobt werden - Spielplatz „Zum Löwen“ in Wannsee ab 28.10.2024 wieder nutzbar,Bezirksamt Steglitz-Zehlendorf,1497639.html,1497639.txt,958
1497624,https://www.berlin.de/rbmskzl/aktuelles/pressemitteilungen/2024/pressemitteilung.1497624.php,25.10.2024,Wegner zu den Beschlüssen der Ministerpräsidentenkonferenz zur Reform des Rundfunks,Presse- und Informationsamt des Landes Berlin,1497624.html,1497624.txt,547
1497627,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1497627.php,25.10.2024,"Podiumsdiskussion und Kurzfilm-Präsentation: “Da war ein Anfang, eine Mitte und ein Schluss?”",Bezirksamt Lichtenberg,1497627.html,1497627.txt,836
1497625,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1497625.php,25.10.2024,Informationsveranstaltung „Beteiligung für Bürgerinnen und Bürger in Spandau“,Bezirksamt Spandau,1497625.html,1497625.txt,678
1497626,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2024/pressemitteilung.1497626.php,25.10.2024,"Neue Allianz im Großen Tiergarten – Biber, Bäume und Behörden ziehen an einem Strang",Bezirksamt Mitte,1497626.html,1497626.txt,1270
1497615,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1497615.php,25.10.2024,9. November: Gedenken an die Opfer der Novemberpogrome 1938,Bezirksamt Lichtenberg,1497615.html,1497615.txt,883
1497614,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497614.php,25.10.2024,Kantstraße wird optimiert,Bezirksamt Charlottenburg-Wilmersdorf,1497614.html,1497614.txt,1209
1497609,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1497609.php,25.10.2024,Keine Bewilligung von Zuwendungen für 2025,Bezirksamt Treptow-Köpenick,1497609.html,1497609.txt,866
1497607,https://www.berlin.de/ba-neukoelln/aktuelles/pressemitteilungen/2024/pressemitteilung.1497607.php,25.10.2024,Bürger:innenbeteiligung - Der Kalte-Grund-Pfuhl soll Naturdenkmal werden,Bezirksamt Neukölln,1497607.html,1497607.txt,904
1497595,https://www.berlin.de/sen/finanzen/presse/pressemitteilungen/pressemitteilung.1497595.php,25.10.2024,Steuerschätzung bestätigt Berlins Konsolidierungskurs,Senatsverwaltung für Finanzen,1497595.html,1497595.txt,924
1497578,https://www.berlin.de/sen/wgp/presse/2024/pressemitteilung.1497578.php,25.10.2024,Rahmenplan zum Umgang mit Tigermücken im Land Berlin veröffentlicht,"Senatsverwaltung für Wissenschaft, Gesundheit und Pflege",1497578.html,1497578.txt,816
1497569,https://www.berlin.de/sen/uvk/presse/pressemitteilungen/2024/pressemitteilung.1497569.php,25.10.2024,Kantstraße wird optimiert,"Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt",1497569.html,1497569.txt,3866
1497502,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1497502.php,25.10.2024,Gemischte Bilanz nach Schwerpunktkontrollen zu legalem Glücksspiel,Bezirksamt Treptow-Köpenick,1497502.html,1497502.txt,913
1497512,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497512.php,25.10.2024,Fragen und Antworten zu neuen Unterkünften für Geflüchtete in Westend,Bezirksamt Charlottenburg-Wilmersdorf,1497512.html,1497512.txt,1109
1497227,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497227.php,25.10.2024,Neue Termine der Konzertreihe „Happy Fridays - Jazz meets Classic“ im Bali-Kino,Bezirksamt Steglitz-Zehlendorf,1497227.html,1497227.txt,839
1497436,https://www.berlin.de/sen/asgiva/presse/pressemitteilungen/2024/pressemitteilung.1497436.php,25.10.2024,Presse-Einladung zur Internationalen Konferenz „Gemeinsam gegen Arbeitsausbeutung – Gute Arbeit in Europa stärken“ am 8. November in Berlin,"Senatsverwaltung für Arbeit, Soziales, Gleichstellung, Integration, Vielfalt und Antidiskriminierung",1497436.html,1497436.txt,860
1497389,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1497389.php,25.10.2024,Gedenkfeier für Verstorbene ohne Angehörige: Einladung zu einem Moment des Gedenkens am 5. November 2024,Bezirksamt Treptow-Köpenick,1497389.html,1497389.txt,1079
1497393,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497393.php,25.10.2024,Kontrollen Schank- und Speisewirtschaften durch das Ordnungsamt,Bezirksamt Marzahn-Hellersdorf,1497393.html,1497393.txt,611
1497387,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497387.php,25.10.2024,Reinickendorf trauert um Marlies Wanjura,Bezirksamt Reinickendorf,1497387.html,1497387.txt,817
1497336,https://www.berlin.de/sen/web/presse/pressemitteilungen/2024/pressemitteilung.1497336.php,24.10.2024,"Johanna Rupp ist Sprecherin der Senatsverwaltung für Wirtschaft, Energie und Betriebe","Senatsverwaltung für Wirtschaft, Energie und Betriebe",1497336.html,1497336.txt,445
1497325,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1497325.php,24.10.2024,Einladung zur Spandauer Oberschulmesse am 14.11.2024,Bezirksamt Spandau,1497325.html,1497325.txt,797
1497322,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1497322.php,24.10.2024,Singen – von Arlo Guthrie bis Zupfgeigenhansel,Bezirksamt Spandau,1497322.html,1497322.txt,586
1497321,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1497321.php,24.10.2024,"Malen und Zeichnen - Ein Kursangebot für Seniorinnen, Senioren und alle Junggebliebenen",Bezirksamt Spandau,1497321.html,1497321.txt,597
1497316,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1497316.php,24.10.2024,Realisierungswettbewerb „Begegnungszentrum Westerwaldstraße,Bezirksamt Spandau,1497316.html,1497316.txt,1204
1497313,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1497313.php,24.10.2024,Beendigung der Fahrbahnsanierung Haselhorster Damm,Bezirksamt Spandau,1497313.html,1497313.txt,587
1497253,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497253.php,24.10.2024,"BVV: 35. öffentliche Sitzung des Ausschusses für Haushalt, Personal, Europa, Klima am 31.10.2024",Bezirksamt Steglitz-Zehlendorf,1497253.html,1497253.txt,704
1497141,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497141.php,24.10.2024,Super Smash Bros.™-Turnier am 28.10.2024 in der Gottfried-Benn-Bibliothek,Bezirksamt Steglitz-Zehlendorf,1497141.html,1497141.txt,785
1497115,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1497115.php,24.10.2024,"„Wie wir uns Rassismus beibringen“ von Gilda Sahebi: Lesung in der Stadtbibliothek Spandau, moderiert von Tania Martini",Bezirksamt Spandau,1497115.html,1497115.txt,852
1497108,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1497108.php,24.10.2024,„Chronische Entzündungen und Schmerzen“ von Brigitte Karbe: Vortrag in zwei Teilen in der Volkshochschule und der Stadtbibliothek Spandau,Bezirksamt Spandau,1497108.html,1497108.txt,728
1497099,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497099.php,24.10.2024,Film&Talk #2030 im November zeigt: „Radical - Eine Klasse für sich”,Bezirksamt Charlottenburg-Wilmersdorf,1497099.html,1497099.txt,1189
1496818,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496818.php,24.10.2024,Gruppenangebot: Heilendes Chi Gong & Wu-Chi-Chuan mit Dr. med. Ortwin Lüers im Bürgertreffpunkt Bahnhof Lichterfelde West,Bezirksamt Steglitz-Zehlendorf,1496818.html,1496818.txt,1109
1497066,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1497066.php,24.10.2024,Der Raum für Beteiligung Tempelhof-Schöneberg öffnet die Türen!,Bezirksamt Tempelhof-Schöneberg,1497066.html,1497066.txt,1048
1497070,https://www.berlin.de/sen/kultgz/aktuelles/pressemitteilungen/2024/pressemitteilung.1497070.php,24.10.2024,Landesarchiv: Neue ständige Ausstellung „Immer offen für Neues – Das Landesarchiv Berlin“,Senatsverwaltung für Kultur und Gesellschaftlichen Zusammenhalt,1497070.html,1497070.txt,634
1497050,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1497050.php,24.10.2024,Drei „Winterspielplätze“ öffnen ab dem 3. November 2024,Bezirksamt Tempelhof-Schöneberg,1497050.html,1497050.txt,939
1497014,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1497014.php,24.10.2024,Dr. Michael F. Feldkamp präsentiert „Die Institution. Der Deutsche Bundestag 1949 bis heute“ in der Humboldt-Bibliothek,Bezirksamt Reinickendorf,1497014.html,1497014.txt,761
1497039,https://www.berlin.de/ba-neukoelln/aktuelles/pressemitteilungen/2024/pressemitteilung.1497039.php,24.10.2024,Statement zu den Brandstiftungen im Britzer Garten,Bezirksamt Neukölln,1497039.html,1497039.txt,814
1497045,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1497045.php,24.10.2024,Workshop: „Game Jam for Change – Utopien und Dystopien spielerisch gestalten“,Bezirksamt Friedrichshain-Kreuzberg,1497045.html,1497045.txt,1396
1497036,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1497036.php,24.10.2024,Musikalisches Bilderbuchkino in der Bezirkszentralbibliothek,Bezirksamt Friedrichshain-Kreuzberg,1497036.html,1497036.txt,1338
1497021,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1497021.php,24.10.2024,Änderung im Filialnetz der Deutschen Post in Altglienicke,Bezirksamt Treptow-Köpenick,1497021.html,1497021.txt,838
1497022,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1497022.php,24.10.2024,Familientag an drei Standorten der Stadtbibliothek,Bezirksamt Friedrichshain-Kreuzberg,1497022.html,1497022.txt,1335
1497018,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1497018.php,24.10.2024,Änderung im Filialnetz der Deutschen Post in Adlershof,Bezirksamt Treptow-Köpenick,1497018.html,1497018.txt,838
1497020,https://www.berlin.de/sen/kultgz/aktuelles/pressemitteilungen/2024/pressemitteilung.1497020.php,24.10.2024,Ständiger Projektaufruf im Rahmen des EFRE-Förderprogramms „Stärkung der Innovationskapazitäten in der Informationsversorgung (STIIV)“,Senatsverwaltung für Kultur und Gesellschaftlichen Zusammenhalt,1497020.html,1497020.txt,492
1497001,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1497001.php,24.10.2024,Oberspreestraße muss wegen Schäden erneuert werden – Baubeginn am 4. November 2024,Bezirksamt Treptow-Köpenick,1497001.html,1497001.txt,999
1496991,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1496991.php,24.10.2024,In Gedenken an Hans Joachim Heidelberg am 24. Oktober 2024,Bezirksamt Treptow-Köpenick,1496991.html,1496991.txt,964
1496982,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1496982.php,24.10.2024,Hausbäume für Treptow-Köpenick 2024,Bezirksamt Treptow-Köpenick,1496982.html,1496982.txt,891
1490828,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1490828.php,24.10.2024,"""Marzahner Konzertgespräche"" Gustav Mahlers ""Wunderhornsinfonien"" - Teil 2 Ein musikalischer Vortrag",Bezirksamt Marzahn-Hellersdorf,1490828.html,1490828.txt,676
1496946,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1496946.php,23.10.2024,4. Tag der Umweltbildung an Lichtenberger Schulen,Bezirksamt Lichtenberg,1496946.html,1496946.txt,950
1496934,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1496934.php,23.10.2024,4. Sportfest für Kitakinder in Lichtenberg,Bezirksamt Lichtenberg,1496934.html,1496934.txt,844
1496866,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496866.php,23.10.2024,Neuer Service für Krankenhausmitarbeiter: Mobiles Bürgeramt jetzt regelmäßig im Vivantes Humboldt-Klinikum,Bezirksamt Reinickendorf,1496866.html,1496866.txt,710
1496854,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1496854.php,23.10.2024,„Blumenampel-Makramee aus Textilgarn“-Workshop in der Stadtbibliothek Spandau,Bezirksamt Spandau,1496854.html,1496854.txt,651
1496817,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496817.php,23.10.2024,"fLotte-kommunal – Lastenräder für Großeinkauf, Picknick oder Familienausflug",Bezirksamt Reinickendorf,1496817.html,1496817.txt,743
1496843,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1496843.php,23.10.2024,„Handlettering“-Workshop mit Jule Pfeiffer-Spiekermann in der Stadtbibliothek Spandau,Bezirksamt Spandau,1496843.html,1496843.txt,650
1496834,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2024/pressemitteilung.1496834.php,23.10.2024,Ausstellungseröffnung „T4B00“ im Bärenzwinger,Bezirksamt Mitte,1496834.html,1496834.txt,952
1496816,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1496816.php,23.10.2024,Foto-Reise-Vortrag des Rabenhaus e.V. am 12. November 2024,Bezirksamt Treptow-Köpenick,1496816.html,1496816.txt,889
1496808,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496808.php,23.10.2024,Jetzt abstimmen für den Integrationspreis Charlottenburg-Wilmersdorf 2024,Bezirksamt Charlottenburg-Wilmersdorf,1496808.html,1496808.txt,1109
1496783,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1496783.php,23.10.2024,Einweihung der Dialog-Displays in der Odernheimer Straße vor der Müggelheimer Grundschule am 17. Oktober 2024,Bezirksamt Treptow-Köpenick,1496783.html,1496783.txt,960
1496779,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496779.php,23.10.2024,Kunst am Bau: Kunstwettbewerb für die Grünverbindung Halemweg/Popitzweg entschieden,Bezirksamt Charlottenburg-Wilmersdorf,1496779.html,1496779.txt,1202
1496744,https://www.berlin.de/ba-neukoelln/aktuelles/pressemitteilungen/2024/pressemitteilung.1496744.php,23.10.2024,Umfrage zur Karl-Marx-Straße,Bezirksamt Neukölln,1496744.html,1496744.txt,947
1496684,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496684.php,23.10.2024,Frauengesundheitsbericht 2024 für Steglitz-Zehlendorf veröffentlicht,Bezirksamt Steglitz-Zehlendorf,1496684.html,1496684.txt,966
1496667,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1496667.php,23.10.2024,Weidenzweige grünen – Konzert von Lini Gong und Ya-ou Xie,Bezirksamt Tempelhof-Schöneberg,1496667.html,1496667.txt,848
1496665,https://www.berlin.de/sen/kultgz/aktuelles/pressemitteilungen/2024/pressemitteilung.1496665.php,23.10.2024,Zweiter Projektaufruf im Rahmen des EFRE Förderprogramms „Stärkung des Innovationspotentials in der Kultur III (INP III)“,Senatsverwaltung für Kultur und Gesellschaftlichen Zusammenhalt,1496665.html,1496665.txt,544
1496596,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496596.php,23.10.2024,Erfolgreicher Testlauf für digitale Abstimmungsmöglichkeiten in der Bezirksverordnetenversammlung Marzahn-Hellersdorf,Bezirksamt Marzahn-Hellersdorf,1496596.html,1496596.txt,736
1496551,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1496551.php,23.10.2024,Der Lakegrund wird zur nachbarschaftlichen Grünoase: Bauarbeiten starten am 28. Oktober 2024,Bezirksamt Treptow-Köpenick,1496551.html,1496551.txt,1085
1492769,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1492769.php,23.10.2024,Vortrag „Vergesslichkeit und Demenz“ am 06.11.2024 im Hans-Söhnker-Haus,Bezirksamt Steglitz-Zehlendorf,1492769.html,1492769.txt,749
1487687,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1487687.php,23.10.2024,Baumfällungen in der Woche vom 21. Oktober bis 1. November 2024,Bezirksamt Treptow-Köpenick,1487687.html,1487687.txt,1004
1496233,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496233.php,23.10.2024,Sing mit! - Veranstaltung in der Ingeborg-Drewitz-Bibliothek am 06.11.2024,Bezirksamt Steglitz-Zehlendorf,1496233.html,1496233.txt,756
1491725,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1491725.php,23.10.2024,Der „Literarische Kaffeeplausch“ präsentiert: Der Alltags-Anankast: Lesung aus dem gleichnamigen Buch von und mit Bodo Niggemann,Bezirksamt Marzahn-Hellersdorf,1491725.html,1491725.txt,774
1491783,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1491783.php,23.10.2024,Desinfopoint in der Bibliothek,Bezirksamt Marzahn-Hellersdorf,1491783.html,1491783.txt,677
1496507,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496507.php,22.10.2024,Jugendschutzeinsatz des Ordnungsamtes Reinickendorf,Bezirksamt Reinickendorf,1496507.html,1496507.txt,722
1496506,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496506.php,22.10.2024,Publikumspreis zum Reinickendorfer Stadtentwicklungspreis 2024 – Ihre Stimme zählt!,Bezirksamt Reinickendorf,1496506.html,1496506.txt,738
1496505,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496505.php,22.10.2024,"BSR-Kieztag am Samstag, 26. Oktober 2024 im Märkischen Viertel",Bezirksamt Reinickendorf,1496505.html,1496505.txt,686
1496503,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1496503.php,22.10.2024,„Hormonchaos“ von Astrid Müller: Lesung in der Stadtbibliothek Spandau,Bezirksamt Spandau,1496503.html,1496503.txt,745
1496502,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1496502.php,22.10.2024,„Allein unter Dünnen“ von Heide Fuhljahn: Lesung in der Stadtbibliothek Spandau,Bezirksamt Spandau,1496502.html,1496502.txt,802
1496494,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1496494.php,22.10.2024,Interessenbekundungsverfahren für Soziale Treffpunkte in Hohenschönhausen-Süd und Lichtenberg-Nord,Bezirksamt Lichtenberg,1496494.html,1496494.txt,669
1496473,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496473.php,22.10.2024,Jobmarkt Öffentlicher Dienst im Wilma Shoppen – Bezirksamt Charlottenburg-Wilmersdorf informiert über Karrieremöglichkeiten,Bezirksamt Charlottenburg-Wilmersdorf,1496473.html,1496473.txt,1176
1496455,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496455.php,22.10.2024,Spuren jüdischen Lebens in der City-West: Ein Spaziergang durch Geschichte und Gegenwart,Bezirksamt Charlottenburg-Wilmersdorf,1496455.html,1496455.txt,1187
1496443,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1496443.php,22.10.2024,Schöneberger Art 2024,Bezirksamt Tempelhof-Schöneberg,1496443.html,1496443.txt,1004
1496412,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1496412.php,22.10.2024,Lichtenberg unterstützt erstmals mit einem Geschäftsstraßenmanagement den lokalen Handel,Bezirksamt Lichtenberg,1496412.html,1496412.txt,778
1496403,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1496403.php,22.10.2024,Spendenaufruf: Nadelgehölze gesucht!,Bezirksamt Spandau,1496403.html,1496403.txt,577
1496386,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1496386.php,22.10.2024,„Spandauer Sportlerehrung 2024“ - Aufruf zur Meldung der sportlichen Titelträgerinnen und Titelträger,Bezirksamt Spandau,1496386.html,1496386.txt,666
1495718,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495718.php,22.10.2024,Gemeinsam Kochen im Hans-Rosenthal-Haus - immer freitags,Bezirksamt Steglitz-Zehlendorf,1495718.html,1495718.txt,767
1496380,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1496380.php,22.10.2024,Mitreden und Mitmachen im Bezirk: Spandauer Jugendjury 2024 erfolgreich abgeschlossen,Bezirksamt Spandau,1496380.html,1496380.txt,703
1496360,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1496360.php,22.10.2024,Kurse der Volkshochschule Tempelhof-Schöneberg für das Frühjahr 2025,Bezirksamt Tempelhof-Schöneberg,1496360.html,1496360.txt,1193
1496300,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1496300.php,22.10.2024,Spiel und Spaß beim 2. Interkulturellen Kindersportfest,Bezirksamt Lichtenberg,1496300.html,1496300.txt,786
1496246,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496246.php,22.10.2024,BVV: 20. öffentliche Sitzung des Schulausschusses am 29.10.2024,Bezirksamt Steglitz-Zehlendorf,1496246.html,1496246.txt,689
1496252,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2024/pressemitteilung.1496252.php,22.10.2024,"Projektaufruf für Kinder-, Jugend- und Puppentheater in Mitte",Bezirksamt Mitte,1496252.html,1496252.txt,1279
1496244,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496244.php,22.10.2024,"BVV: 16. öffentliche Sitzung des Ausschusses für Frauen*, Gleichstellung, Queer am 29.10.2024",Bezirksamt Steglitz-Zehlendorf,1496244.html,1496244.txt,703
1496242,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496242.php,22.10.2024,Stadtspaziergang mit Führung durch die Wilmersdorfer Moschee,Bezirksamt Charlottenburg-Wilmersdorf,1496242.html,1496242.txt,1228
1496185,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1496185.php,22.10.2024,Künstlerinnengespräch in der Ausstellung Die Kids sind nicht alright! Am 26. Oktober 2024,Bezirksamt Treptow-Köpenick,1496185.html,1496185.txt,963
1496183,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1496183.php,22.10.2024,Verwüstete Konsumlandschaften - Künstlergespräch in der Ausstellung Die Kids sind nicht alright! Am 2. November 2024,Bezirksamt Treptow-Köpenick,1496183.html,1496183.txt,1003
1492751,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1492751.php,22.10.2024,Musikalischer Nachmittag mit Alf Weiss im Maria-Rimkus-Haus am 05.11.2024,Bezirksamt Steglitz-Zehlendorf,1492751.html,1492751.txt,725
1490774,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1490774.php,22.10.2024,"""Different Trains"" - Franz-Trio und Rodrigo Bauzá spielen Korngold und Reich Kammermusik für Streichquartett",Bezirksamt Marzahn-Hellersdorf,1490774.html,1490774.txt,750
1494722,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1494722.php,22.10.2024,Fachveranstaltung „Wir machen's selber! Cleanup-Initiativen im Bezirk“ und Verleihung des Engagementpreises Marzahn-Hellersdorf,Bezirksamt Marzahn-Hellersdorf,1494722.html,1494722.txt,868
1496158,https://www.berlin.de/sen/uvk/presse/pressemitteilungen/2024/pressemitteilung.1496158.php,21.10.2024,Feierliches Jubiläum,"Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt",1496158.html,1496158.txt,3872
